sentence_id;words;labels
871;position;O
871;.;O
872;GPS;B-ISSUE
872;Position;I-ISSUE
872;Mismatch;I-ISSUE
872;.;O
873;GPS;B-ISSUE
873;Position;I-ISSUE
873;Mismatch;I-ISSUE
873;.;O
874;GPS;B-ISSUE
874;Position;I-ISSUE
874;Mismatch;I-ISSUE
874;.;O
875;High;B-ISSUE
875;wind;I-ISSUE
875;velocity;I-ISSUE
875;.;O
875;Ensure;O
875;the;O
875;aircraft;B-COMPONENT
875;remains;O
875;within;O
875;your;O
875;line;O
875;of;O
875;sight;O
875;and;O
875;fly;O
875;with;O
875;caution;O
875;.;O
876;Flight;B-PARAMETER
876;Mode;I-PARAMETER
876;Set;O
876;to;O
876;Attitude;B-STATE
877;GPS;B-ISSUE
877;Position;I-ISSUE
877;Mismatch;I-ISSUE
877;.;O
878;Home;B-PARAMETER
878;Point;I-PARAMETER
878;recorded;O
878;.;O
878;Return-to-Home;B-PARAMETER
878;Altitude;I-PARAMETER
878;:;O
878;98FT;O
879;Aircraft;B-COMPONENT
879;is;O
879;close;O
879;to;O
879;Home;B-PARAMETER
879;Point;I-PARAMETER
879;.;O
879;Return-to-Home;B-STATE
879;Mode;I-STATE
879;is;O
879;now;O
879;Auto;B-STATE
879;Landing;I-STATE
879;Mode;I-STATE
879;.;O
880;Home;B-PARAMETER
880;Point;I-PARAMETER
880;recorded;O
880;.;O
880;Return-to-Home;B-PARAMETER
880;Altitude;I-PARAMETER
880;:;O
880;98FT;O
881;GPS;B-ISSUE
881;Position;I-ISSUE
881;Mismatch;I-ISSUE
881;.;O
882;Remote;B-ACTION
882;controller;I-ACTION
882;assisted;I-ACTION
882;takeoff;I-ACTION
882;initiated;O
882;.;O
883;Downlink;B-FUNCTION
883;Restored;O
883;(;O
883;after;O
883;0;O
883;m;O
883;1.2s;O
883;);O
883;.;O
884;Taking;B-ACTION
884;Off;I-ACTION
884;.;O
885;GPS;B-ISSUE
885;Position;I-ISSUE
885;Mismatch;I-ISSUE
885;.;O
886;GPS;B-ISSUE
886;Position;I-ISSUE
886;Mismatch;I-ISSUE
886;.;O
887;Return-to-Home;B-PARAMETER
887;Altitude;I-PARAMETER
887;:;O
887;65FT;O
888;Precision;B-FUNCTION
888;Landing;I-FUNCTION
888;.;O
888;Rectifying;B-ACTION
888;aircraft;B-COMPONENT
888;position;O
888;.;O
889;High;B-ISSUE
889;wind;I-ISSUE
889;velocity;I-ISSUE
889;.;O
889;Ensure;O
889;the;O
889;aircraft;B-COMPONENT
889;remains;O
889;within;O
889;your;O
889;line;O
889;of;O
889;sight;O
889;and;O
889;fly;O
889;with;O
889;caution;O
889;.;O
890;GPS;B-ISSUE
890;Position;I-ISSUE
890;Mismatch;I-ISSUE
890;.;O
891;Maximum;B-PARAMETER
891;Flight;I-PARAMETER
891;Distance;I-PARAMETER
891;Reached;O
891;.;O
891;Adjust;O
891;distance;O
891;in;O
891;MC;B-FUNCTION
891;Settings;I-FUNCTION
891;if;O
891;required;O
891;.;O
892;Downlink;B-ISSUE
892;Lost;I-ISSUE
892;.;O
893;Obstacle;B-FUNCTION
893;Avoidance;I-FUNCTION
893;will;O
893;be;O
893;disabled;O
893;in;O
893;landing;O
893;.;O
894;GPS;B-ISSUE
894;Position;I-ISSUE
894;Mismatch;I-ISSUE
894;.;O
895;Strong;B-ISSUE
895;wireless;I-ISSUE
895;interference;I-ISSUE
895;.;O
895;Please;O
895;fly;O
895;with;O
895;caution;O
895;.;O
896;GPS;B-ISSUE
896;Position;I-ISSUE
896;Mismatch;I-ISSUE
896;.;O
897;Landing;B-COMPONENT
897;Gear;I-COMPONENT
897;Raising;O
897;.;O
898;Data;B-COMPONENT
898;Recorder;I-COMPONENT
898;File;B-PARAMETER
898;Index;I-PARAMETER
898;is;O
898;12;O
898;.;O
899;GPS;B-ISSUE
899;Position;I-ISSUE
899;Mismatch;I-ISSUE
899;.;O
900;Strong;B-ISSUE
900;Interference;I-ISSUE
900;.;O
900;Fly;O
900;with;O
900;caution;O
900;.;O
901;Obstacle;B-FUNCTION
901;Avoidance;I-FUNCTION
901;will;O
901;be;O
901;disabled;O
901;in;O
901;landing;O
901;.;O
902;Landing;B-ACTION
902;.;O
903;Maximum;B-PARAMETER
903;Flight;I-PARAMETER
903;Distance;I-PARAMETER
903;Reached;O
903;.;O
903;Adjust;O
903;distance;O
903;in;O
903;MC;B-FUNCTION
903;Settings;I-FUNCTION
903;if;O
903;required;O
903;.;O
904;Precision;B-FUNCTION
904;Landing;I-FUNCTION
904;.;O
904;Correcting;B-ACTION
904;Landing;B-PARAMETER
904;Position;I-PARAMETER
904;.;O
905;Switched;O
905;to;O
905;P;B-STATE
905;(Positioning)-mode;I-STATE
905;.;O
906;GPS;B-ISSUE
906;Position;I-ISSUE
906;Mismatch;I-ISSUE
906;.;O
907;Weak;B-ISSUE
907;signal;I-ISSUE
907;.;O
907;Avoid;O
907;blocking;O
907;the;O
907;antennas;B-COMPONENT
907;and;O
907;keep;O
907;the;O
907;antennas;B-COMPONENT
907;parallel;O
907;to;O
907;and;O
907;facing;O
907;toward;O
907;the;O
907;aircraft;B-COMPONENT
907;during;O
907;flight;O
907;.;O
908;Home;B-PARAMETER
908;Point;I-PARAMETER
908;Recorded;O
908;.;O
909;GPS;B-ISSUE
909;Position;I-ISSUE
909;Mismatch;I-ISSUE
909;.;O
910;Landing;B-COMPONENT
910;Gear;I-COMPONENT
910;Raised;O
910;.;O
911;Take;O
911;off;O
911;in;O
911;P-Mode;B-STATE
912;Yaw;B-ISSUE
912;Error;I-ISSUE
912;.;O
913;GPS;B-ISSUE
913;Position;I-ISSUE
913;Mismatch;I-ISSUE
913;.;O
914;Low;B-ISSUE
914;Power;I-ISSUE
914;.;O
914;Aircraft;B-COMPONENT
914;is;O
914;returning;O
914;to;O
914;the;O
914;Home;B-PARAMETER
914;Point;I-PARAMETER
914;.;O
915;Yaw;B-ISSUE
915;Error;I-ISSUE
915;.;O
916;Weak;B-ISSUE
916;signal;I-ISSUE
916;.;O
916;Avoid;O
916;blocking;O
916;the;O
916;antennas;B-COMPONENT
916;and;O
916;keep;O
916;the;O
916;antennas;B-COMPONENT
916;parallel;O
916;to;O
916;and;O
916;facing;O
916;toward;O
916;the;O
916;aircraft;B-COMPONENT
916;during;O
916;flight;O
916;.;O
917;GPS;B-ISSUE
917;Position;I-ISSUE
917;Mismatch;I-ISSUE
917;.;O
918;Data;B-COMPONENT
918;Recorder;I-COMPONENT
918;File;B-PARAMETER
918;Index;I-PARAMETER
918;is;O
918;5;O
918;.;O
919;GPS;B-ISSUE
919;Position;I-ISSUE
919;Mismatch;I-ISSUE
919;.;O
920;Landing;B-COMPONENT
920;Gear;I-COMPONENT
920;Paused;O
920;.;O
921;GPS;B-ISSUE
921;Position;I-ISSUE
921;Mismatch;I-ISSUE
921;.;O
922;Downlink;B-FUNCTION
922;Restored;O
922;(;O
922;after;O
922;0;O
922;m;O
922;1s;O
922;);O
922;.;O
923;RTH;B-PARAMETER
923;Altitude;I-PARAMETER
923;:;O
923;98FT;O
923;.;O
923;Data;B-COMPONENT
923;Recorder;I-COMPONENT
923;File;B-PARAMETER
923;Index;I-PARAMETER
923;is;O
923;1;O
923;.;O
924;GPS;B-ISSUE
924;Position;I-ISSUE
924;Mismatch;I-ISSUE
924;.;O
925;Take;O
925;off;O
925;in;O
925;P-Mode;B-STATE
926;Return-to-Home;B-PARAMETER
926;Altitude;I-PARAMETER
926;:;O
926;65FT;O
927;GPS;B-ISSUE
927;Position;I-ISSUE
927;Mismatch;I-ISSUE
927;.;O
928;Subject;B-ISSUE
928;too;I-ISSUE
928;Small;I-ISSUE
928;.;O
928;Get;O
928;Closer;O
928;and;O
928;retry;O
929;Downlink;B-ISSUE
929;Lost;I-ISSUE
929;.;O
930;Can;O
930;not;O
930;Takeoff;B-ACTION
930;in;O
930;Travel;B-STATE
930;Mode;I-STATE
930;.;O
930;Exit;B-ACTION
930;Travel;B-STATE
930;Mode;I-STATE
930;.;O
931;GPS;B-ISSUE
931;Position;I-ISSUE
931;Mismatch;I-ISSUE
931;.;O
932;Braking;B-ACTION
932;now;O
932;!;O
932;Return;O
932;sticks;B-COMPONENT
932;to;O
932;midpoints;O
932;first;O
932;.;O
933;GPS;B-ISSUE
933;Position;I-ISSUE
933;Mismatch;I-ISSUE
933;.;O
934;Set;O
934;Flight;B-PARAMETER
934;Mode;I-PARAMETER
934;to;O
934;GPS;B-STATE
934;to;O
934;fly;O
934;safe;O
935;Strong;B-ISSUE
935;wireless;I-ISSUE
935;interference;I-ISSUE
935;.;O
935;Please;O
935;fly;O
935;with;O
935;caution;O
935;.;O
936;Taking;B-ACTION
936;Off;I-ACTION
936;.;O
937;GPS;B-ISSUE
937;Position;I-ISSUE
937;Mismatch;I-ISSUE
937;.;O
938;GPS;B-ISSUE
938;Position;I-ISSUE
938;Mismatch;I-ISSUE
938;.;O
939;Flight;B-PARAMETER
939;Mode;I-PARAMETER
939;Set;O
939;to;O
939;Attitude;B-STATE
940;High;B-ISSUE
940;wind;I-ISSUE
940;velocity;I-ISSUE
940;.;O
940;Fly;O
940;with;O
940;caution;O
940;.;O
941;Home;I-PARAMETER
941;Point;B-PARAMETER
941;Updated;O
941;.;O
942;GPS;B-ISSUE
942;Position;I-ISSUE
942;Mismatch;I-ISSUE
942;.;O
943;High;B-ISSUE
943;wind;I-ISSUE
943;velocity;I-ISSUE
943;.;O
943;Ensure;O
943;the;O
943;aircraft;B-COMPONENT
943;remains;O
943;within;O
943;your;O
943;line;O
943;of;O
943;sight;O
943;and;O
943;fly;O
943;with;O
943;caution;O
943;.;O
944;Yaw;B-ISSUE
944;Error;I-ISSUE
944;.;O
945;GPS;B-ISSUE
945;Position;I-ISSUE
945;Mismatch;I-ISSUE
945;.;O
946;GPS;B-ISSUE
946;Position;I-ISSUE
946;Mismatch;I-ISSUE
946;.;O
947;Aircraft;B-COMPONENT
947;is;O
947;in;O
947;Attitude;B-STATE
947;mode;I-STATE
947;so;O
947;that;O
947;it;O
947;will;O
947;not;O
947;hover;O
947;.;O
947;Please;O
947;fly;O
947;with;O
947;caution;O
947;.;O
948;Tap;O
948;the;O
948;screen;B-COMPONENT
948;lightly;O
948;to;O
948;focus;O
948;.;O
949;Taking;B-ACTION
949;Off;I-ACTION
949;.;O
950;Home;I-PARAMETER
950;Point;B-PARAMETER
950;Updated;O
950;.;O
951;GPS;B-ISSUE
951;Position;I-ISSUE
951;Mismatch;I-ISSUE
951;.;O
952;Landing;B-ACTION
952;.;O
953;Strong;B-ISSUE
953;Interference;I-ISSUE
953;Detected;O
953;.;O
953;Be;O
953;careful;O
953;when;O
953;flying;O
953;long;O
953;distances;O
953;.;O
954;Yaw;B-ISSUE
954;Error;I-ISSUE
954;.;O
955;GPS;B-ISSUE
955;Position;I-ISSUE
955;Mismatch;I-ISSUE
955;.;O
956;Precision;B-FUNCTION
956;Landing;I-FUNCTION
956;.;O
956;Rectifying;B-ACTION
956;aircraft;B-COMPONENT
956;position;O
956;.;O
957;Attitude;B-PARAMETER
957;is;O
957;too;O
957;large;O
957;.;O
957;Backward;B-FUNCTION
957;Obstacle;I-FUNCTION
957;Sensing;I-FUNCTION
957;is;O
957;not;O
957;functioning;O
957;.;O
958;GPS;B-ISSUE
958;Position;I-ISSUE
958;Mismatch;I-ISSUE
958;.;O
959;Strong;B-ISSUE
959;wireless;I-ISSUE
959;interference;I-ISSUE
959;.;O
959;Please;O
959;fly;O
959;with;O
959;caution;O
959;.;O
960;Fly;O
960;with;O
960;caution;O
960;and;O
960;ensure;O
960;the;O
960;aircraft;B-COMPONENT
960;remains;O
960;within;O
960;your;O
960;line;O
960;of;O
960;sight;O
960;.;O
961;GPS;B-ISSUE
961;Position;I-ISSUE
961;Mismatch;I-ISSUE
961;.;O
962;Precision;B-FUNCTION
962;Landing;I-FUNCTION
963;GPS;B-ISSUE
963;Position;I-ISSUE
963;Mismatch;I-ISSUE
963;.;O
964;Precision;B-FUNCTION
964;Landing;I-FUNCTION
964;.;O
964;Rectifying;B-ACTION
964;aircraft;B-COMPONENT
964;position;O
964;.;O
965;Aircraft;B-COMPONENT
965;out;O
965;of;O
965;Range;O
966;The;O
966;remaining;O
966;battery;B-COMPONENT
966;is;O
966;only;O
966;enough;O
966;for;O
966;RTH;B-ACTION
966;.;O
966;Return;O
966;home;O
966;now;O
966;.;O
967;Large;B-ISSUE
967;Wind;I-ISSUE
967;Velocity;I-ISSUE
967;.;O
967;Fly;O
967;with;O
967;caution;O
967;.;O
968;Aircraft;B-COMPONENT
968;is;O
968;in;O
968;Attitude;B-STATE
968;mode;I-STATE
968;so;O
968;that;O
968;it;O
968;will;O
968;not;O
968;hover;O
968;.;O
968;Please;O
968;fly;O
968;with;O
968;caution;O
968;.;O
969;GPS;B-ISSUE
969;Position;I-ISSUE
969;Mismatch;I-ISSUE
969;.;O
970;GPS;B-ISSUE
970;Position;I-ISSUE
970;Mismatch;I-ISSUE
970;.;O
971;Can;O
971;not;O
971;change;O
971;current;O
971;flight;B-PARAMETER
971;mode;I-PARAMETER
971;.;O
971;Enable;O
971;Multiple;B-FUNCTION
971;Flight;I-FUNCTION
971;Modes;I-FUNCTION
971;in;O
971;Settings;B-FUNCTION
971;menu;I-FUNCTION
971;to;O
971;change;O
971;.;O
972;GPS;B-ISSUE
972;Position;I-ISSUE
972;Mismatch;I-ISSUE
972;.;O
973;Low;B-ISSUE
973;Power;I-ISSUE
973;.;O
973;Aircraft;B-COMPONENT
973;is;O
973;returning;O
973;to;O
973;the;O
973;Home;B-PARAMETER
973;Point;I-PARAMETER
973;.;O
974;Data;B-COMPONENT
974;Recorder;I-COMPONENT
974;File;B-PARAMETER
974;Index;I-PARAMETER
974;is;O
974;13;O
974;.;O
975;Downlink;B-FUNCTION
975;Restored;O
975;(;O
975;after;O
975;0;O
975;m;O
975;1s;O
975;);O
975;.;O
976;GPS;B-ISSUE
976;Position;I-ISSUE
976;Mismatch;I-ISSUE
976;.;O
977;Tap;O
977;the;O
977;screen;B-COMPONENT
977;lightly;O
977;to;O
977;focus;O
977;.;O
978;Obstacle;B-FUNCTION
978;Sensing;I-FUNCTION
978;will;O
978;be;O
978;disabled;O
978;when;O
978;aircraft;B-COMPONENT
978;is;O
978;landing;O
978;.;O
978;Fly;O
978;with;O
978;caution;O
978;.;O
979;Obstacle;B-FUNCTION
979;Sensing;I-FUNCTION
979;will;O
979;be;O
979;disabled;O
979;when;O
979;aircraft;B-COMPONENT
979;is;O
979;landing;O
979;.;O
979;Fly;O
979;with;O
979;caution;O
979;.;O
980;High;B-ISSUE
980;wind;I-ISSUE
980;velocity;I-ISSUE
980;.;O
980;Fly;O
980;with;O
980;caution;O
980;.;O
981;Data;B-COMPONENT
981;Recorder;I-COMPONENT
981;File;B-PARAMETER
981;Index;I-PARAMETER
981;is;O
981;15;O
981;.;O
982;Taking;B-ACTION
982;Off;I-ACTION
982;.;O
983;Landing;B-ACTION
983;.;O
984;Braking;B-ACTION
984;now;O
984;!;O
984;Return;O
984;sticks;B-COMPONENT
984;to;O
984;midpoints;O
984;first;O
984;.;O
985;GPS;B-ISSUE
985;Position;I-ISSUE
985;Mismatch;I-ISSUE
985;.;O
986;Tap;O
986;the;O
986;screen;B-COMPONENT
986;lightly;O
986;to;O
986;focus;O
986;.;O
987;Aircraft;B-COMPONENT
987;is;O
987;returning;O
987;to;O
987;the;O
987;Home;B-PARAMETER
987;Point;I-PARAMETER
987;.;O
987;Minimum;B-PARAMETER
987;RTH;I-PARAMETER
987;Altitude;I-PARAMETER
987;is;O
987;30;O
987;m.;O
987;You;O
987;can;O
987;reset;O
987;the;O
987;RTH;B-PARAMETER
987;Altitude;I-PARAMETER
987;in;O
987;Remote;B-FUNCTION
987;Controller;I-FUNCTION
987;Settings;I-FUNCTION
987;after;O
987;cancelling;O
987;RTH;B-ACTION
987;.;O
988;Strong;B-ISSUE
988;wireless;I-ISSUE
988;interference;I-ISSUE
988;.;O
988;Please;O
988;fly;O
988;with;O
988;caution;O
988;.;O
989;GPS;B-ISSUE
989;Position;I-ISSUE
989;Mismatch;I-ISSUE
989;.;O
990;Aircraft;B-COMPONENT
990;is;O
990;in;O
990;Attitude;B-STATE
990;mode;I-STATE
990;so;O
990;that;O
990;it;O
990;will;O
990;not;O
990;hover;O
990;.;O
990;Please;O
990;fly;O
990;with;O
990;caution;O
990;.;O
991;Landing;B-ACTION
991;Canceled;O
991;.;O
992;GPS;B-ISSUE
992;Position;I-ISSUE
992;Mismatch;I-ISSUE
992;.;O
993;GPS;B-ISSUE
993;Position;I-ISSUE
993;Mismatch;I-ISSUE
993;.;O
994;Set;O
994;Flight;B-PARAMETER
994;Mode;I-PARAMETER
994;to;O
994;GPS;B-STATE
994;to;O
994;fly;O
994;safe;O
995;GPS;B-ISSUE
995;Position;I-ISSUE
995;Mismatch;I-ISSUE
995;.;O
996;Home;I-PARAMETER
996;Point;B-PARAMETER
996;Updated;O
996;.;O
997;Tap;O
997;the;O
997;screen;B-COMPONENT
997;lightly;O
997;to;O
997;focus;O
997;.;O
998;GPS;B-ISSUE
998;Position;I-ISSUE
998;Mismatch;I-ISSUE
998;.;O
999;GPS;B-ISSUE
999;Position;I-ISSUE
999;Mismatch;I-ISSUE
999;.;O
1000;Tap;O
1000;the;O
1000;screen;B-COMPONENT
1000;lightly;O
1000;to;O
1000;focus;O
1000;.;O
1001;GPS;B-ISSUE
1001;Position;I-ISSUE
1001;Mismatch;I-ISSUE
1001;.;O
1002;To;O
1002;take;O
1002;off;O
1002;in;O
1002;non-P;B-STATE
1002;mode;I-STATE
1002;toggle;O
1002;Flight;B-COMPONENT
1002;Mode;I-COMPONENT
1002;Switch;I-COMPONENT
1002;to;O
1002;another;O
1002;mode;O
1002;and;O
1002;then;O
1002;toggle;O
1002;it;O
1002;back;O
1002;.;O
1003;Obstacle;B-FUNCTION
1003;Avoidance;I-FUNCTION
1003;Disabled;O
1003;.;O
1004;Aircraft;B-COMPONENT
1004;is;O
1004;in;O
1004;Attitude;B-STATE
1004;mode;I-STATE
1004;so;O
1004;that;O
1004;it;O
1004;will;O
1004;not;O
1004;hover;O
1004;.;O
1004;Please;O
1004;fly;O
1004;with;O
1004;caution;O
1004;.;O
1005;Downlink;B-ISSUE
1005;Lost;I-ISSUE
1005;.;O
1006;GPS;B-ISSUE
1006;Position;I-ISSUE
1006;Mismatch;I-ISSUE
1006;.;O
1007;GPS;B-ISSUE
1007;Position;I-ISSUE
1007;Mismatch;I-ISSUE
1007;.;O
1008;GPS;B-ISSUE
1008;Position;I-ISSUE
1008;Mismatch;I-ISSUE
1008;.;O
1009;Tap;O
1009;the;O
1009;screen;B-COMPONENT
1009;lightly;O
1009;to;O
1009;focus;O
1009;.;O
1010;Yaw;B-ISSUE
1010;Error;I-ISSUE
1010;.;O
1011;Taking;B-ACTION
1011;Off;I-ACTION
1011;.;O
1012;Data;B-COMPONENT
1012;Recorder;I-COMPONENT
1012;File;B-PARAMETER
1012;Index;I-PARAMETER
1012;is;O
1012;45;O
1012;.;O
1013;Gimbal;B-PARAMETER
1013;Pitch;I-PARAMETER
1013;Limit;I-PARAMETER
1013;Reached;O
1013;.;O
1014;Attitude;B-PARAMETER
1014;is;O
1014;too;O
1014;large;O
1014;.;O
1015;Obstacle;B-FUNCTION
1015;Avoidance;I-FUNCTION
1015;will;O
1015;be;O
1015;disabled;O
1015;in;O
1015;landing;O
1015;.;O
1016;Obstacle;B-FUNCTION
1016;Avoidance;I-FUNCTION
1016;Disabled;O
1016;.;O
1016;Landing;B-COMPONENT
1016;gear;I-COMPONENT
1016;lowered;O
1016;.;O
1016;Obstacle;B-FUNCTION
1016;Avoidance;I-FUNCTION
1016;Disabled;O
1016;.;O
1017;GPS;B-ISSUE
1017;Position;I-ISSUE
1017;Mismatch;I-ISSUE
1017;.;O
1018;PalmControl;B-FUNCTION
1018;in;O
1018;Process;O
1019;High;B-ISSUE
1019;wind;I-ISSUE
1019;velocity;I-ISSUE
1019;.;O
1019;Fly;O
1019;with;O
1019;caution;O
1019;and;O
1019;land;O
1019;in;O
1019;a;O
1019;safe;O
1019;place;O
1019;ASAP;O
1019;.;O
1020;Precision;B-FUNCTION
1020;Landing;I-FUNCTION
1020;.;O
1020;Rectifying;B-ACTION
1020;aircraft;B-COMPONENT
1020;position;O
1020;.;O
1021;Home;B-PARAMETER
1021;Point;I-PARAMETER
1021;Recorded;O
1021;.;O
1021;RTH;B-PARAMETER
1021;Altitude;I-PARAMETER
1021;:;O
1021;30m;O
1021;.;O
1022;GPS;B-ISSUE
1022;Position;I-ISSUE
1022;Mismatch;I-ISSUE
1022;.;O
1023;Take;O
1023;off;O
1023;in;O
1023;P-Mode;B-STATE
1024;SD;B-COMPONENT
1024;card;I-COMPONENT
1024;write;B-PARAMETER
1024;speed;I-PARAMETER
1024;is;O
1024;too;B-ISSUE
1024;slow;I-ISSUE
1024;.;O
1024;Not;O
1024;suitable;O
1024;for;O
1024;shooting;O
1024;a;O
1024;4;O
1024;K;O
1024;video;O
1024;.;O
1025;Attitude;B-PARAMETER
1025;is;O
1025;too;O
1025;large;O
1025;.;O
1026;Landing;B-COMPONENT
1026;Gear;I-COMPONENT
1026;Lowering;O
1026;.;O
1027;GPS;B-ISSUE
1027;Position;I-ISSUE
1027;Mismatch;I-ISSUE
1027;.;O
1028;GPS;B-ISSUE
1028;Position;I-ISSUE
1028;Mismatch;I-ISSUE
1028;.;O
1029;GPS;B-ISSUE
1029;Position;I-ISSUE
1029;Mismatch;I-ISSUE
1029;.;O
1030;GPS;B-ISSUE
1030;Position;I-ISSUE
1030;Mismatch;I-ISSUE
1030;.;O
1031;Tap;O
1031;the;O
1031;screen;B-COMPONENT
1031;lightly;O
1031;to;O
1031;focus;O
1031;.;O
1032;Remote;B-ACTION
1032;controller;I-ACTION
1032;assisted;I-ACTION
1032;takeoff;I-ACTION
1032;initiated;O
1032;.;O
1033;High;B-ISSUE
1033;wind;I-ISSUE
1033;velocity;I-ISSUE
1033;.;O
1033;Ensure;O
1033;the;O
1033;aircraft;B-COMPONENT
1033;remains;O
1033;within;O
1033;your;O
1033;line;O
1033;of;O
1033;sight;O
1033;and;O
1033;fly;O
1033;with;O
1033;caution;O
1033;.;O
1034;Home;B-PARAMETER
1034;Point;I-PARAMETER
1034;Recorded;O
1034;.;O
1034;RTH;B-PARAMETER
1034;Altitude;I-PARAMETER
1034;:;O
1034;30m;O
1034;.;O
1035;GPS;B-ISSUE
1035;Position;I-ISSUE
1035;Mismatch;I-ISSUE
1035;.;O
1036;GPS;B-ISSUE
1036;Position;I-ISSUE
1036;Mismatch;I-ISSUE
1036;.;O
1037;Downlink;B-ISSUE
1037;Lost;I-ISSUE
1037;.;O
1038;Data;B-COMPONENT
1038;Recorder;I-COMPONENT
1038;File;B-PARAMETER
1038;Index;I-PARAMETER
1038;is;O
1038;19;O
1038;.;O
1039;Aircraft;B-COMPONENT
1039;is;O
1039;in;O
1039;Attitude;B-STATE
1039;mode;I-STATE
1039;so;O
1039;that;O
1039;it;O
1039;will;O
1039;not;O
1039;hover;O
1039;.;O
1039;Please;O
1039;fly;O
1039;with;O
1039;caution;O
1039;.;O
1040;GPS;B-ISSUE
1040;Position;I-ISSUE
1040;Mismatch;I-ISSUE
1040;.;O
1041;Strong;O
1041;Remote;B-COMPONENT
1041;Controller;I-COMPONENT
1041;Interference;B-ISSUE
1041;.;O
1042;Downlink;B-ISSUE
1042;Lost;I-ISSUE
1042;.;O
1043;Take;O
1043;off;O
1043;and;O
1043;retry;O
1043;this;O
1043;function;O
1043;.;O
1044;GPS;B-ISSUE
1044;Position;I-ISSUE
1044;Mismatch;I-ISSUE
1044;.;O
1045;Motor;B-COMPONENT
1045;or;O
1045;propeller;B-COMPONENT
1045;error;B-ISSUE
1045;.;O
1045;Check;O
1045;the;O
1045;motors;B-COMPONENT
1045;and;O
1045;propellers;B-COMPONENT
1045;.;O
1046;GPS;B-ISSUE
1046;Position;I-ISSUE
1046;Mismatch;I-ISSUE
1046;.;O
1047;GPS;B-ISSUE
1047;Position;I-ISSUE
1047;Mismatch;I-ISSUE
1047;.;O
1048;Gimbal;B-PARAMETER
1048;Roll;I-PARAMETER
1048;Limit;I-PARAMETER
1048;Reached;O
1048;.;O
1049;Obstacle;B-FUNCTION
1049;Avoidance;I-FUNCTION
1049;will;O
1049;be;O
1049;disabled;O
1049;in;O
1049;landing;O
1049;.;O
1050;Landing;B-ACTION
1050;.;O
1051;Forward;B-FUNCTION
1051;Obstacle;I-FUNCTION
1051;Sensing;I-FUNCTION
1051;not;O
1051;Responding;O
1052;Landing;B-ACTION
1052;Canceled;O
1052;.;O
1053;Data;B-COMPONENT
1053;Recorder;I-COMPONENT
1053;File;B-PARAMETER
1053;Index;I-PARAMETER
1053;is;O
1053;2;O
1053;.;O
1054;Maximum;B-PARAMETER
1054;Flight;I-PARAMETER
1054;Distance;I-PARAMETER
1054;Reached;O
1054;.;O
1054;Adjust;O
1054;distance;O
1054;in;O
1054;MC;B-FUNCTION
1054;Settings;I-FUNCTION
1054;if;O
1054;required;O
1054;.;O
1055;High;B-ISSUE
1055;wind;I-ISSUE
1055;velocity;I-ISSUE
1055;.;O
1055;Fly;O
1055;with;O
1055;caution;O
1055;and;O
1055;land;O
1055;in;O
1055;a;O
1055;safe;O
1055;place;O
1055;ASAP;O
1055;.;O
1056;Landing;B-ACTION
1056;.;O
1057;Downlink;B-FUNCTION
1057;Restored;O
1057;(;O
1057;after;O
1057;0;O
1057;m;O
1057;1.4s;O
1057;);O
1057;.;O
1058;Downlink;B-ISSUE
1058;Lost;I-ISSUE
1058;.;O
1059;Aircraft;B-COMPONENT
1059;is;O
1059;in;O
1059;Attitude;B-STATE
1059;mode;I-STATE
1059;so;O
1059;that;O
1059;it;O
1059;will;O
1059;not;O
1059;hover;O
1059;.;O
1059;Please;O
1059;fly;O
1059;with;O
1059;caution;O
1059;.;O
1060;Aircraft;B-COMPONENT
1060;out;O
1060;of;O
1060;Range;O
1061;High;B-ISSUE
1061;wind;I-ISSUE
1061;velocity;I-ISSUE
1061;.;O
1061;Ensure;O
1061;the;O
1061;aircraft;B-COMPONENT
1061;remains;O
1061;within;O
1061;your;O
1061;line;O
1061;of;O
1061;sight;O
1061;and;O
1061;fly;O
1061;with;O
1061;caution;O
1061;.;O
1062;Taking;B-ACTION
1062;Off;I-ACTION
1062;.;O
1063;GPS;B-ISSUE
1063;Position;I-ISSUE
1063;Mismatch;I-ISSUE
1063;.;O
1064;Obstacle;B-FUNCTION
1064;Avoidance;I-FUNCTION
1064;will;O
1064;be;O
1064;disabled;O
1064;in;O
1064;landing;O
1064;.;O
1065;Landing;B-COMPONENT
1065;Gear;I-COMPONENT
1065;Raising;O
1065;.;O
1066;Data;B-COMPONENT
1066;Recorder;I-COMPONENT
1066;File;B-PARAMETER
1066;Index;I-PARAMETER
1066;is;O
1066;7;O
1066;.;O
1067;Aircraft;B-COMPONENT
1067;is;O
1067;returning;O
1067;to;O
1067;the;O
1067;Home;B-PARAMETER
1067;Point;I-PARAMETER
1067;.;O
1067;Minimum;B-PARAMETER
1067;RTH;I-PARAMETER
1067;Altitude;I-PARAMETER
1067;is;O
1067;30;O
1067;m.;O
1067;You;O
1067;can;O
1067;reset;O
1067;the;O
1067;RTH;B-PARAMETER
1067;Altitude;I-PARAMETER
1067;in;O
1067;Remote;B-FUNCTION
1067;Controller;I-FUNCTION
1067;Settings;I-FUNCTION
1067;after;O
1067;cancelling;O
1067;RTH;B-ACTION
1067;if;O
1067;necessary;O
1067;.;O
1068;GPS;B-ISSUE
1068;Position;I-ISSUE
1068;Mismatch;I-ISSUE
1068;.;O
